t,FP1-F7,F7-T7,T7-P7,P7-O1
2996.6171875,43.2,34.2,-12.7,-8.8
2996.62109375,46.3,31.5,-12.7,-15.0
2996.625,38.5,31.1,-13.5,-14.3
2996.62890625,27.5,28.3,-11.5,-14.3
2996.6328125,26.0,22.9,-9.6,-13.5
2996.63671875,20.9,16.6,-8.0,-8.8
2996.640625,11.9,13.9,-6.1,-4.5
2996.64453125,6.1,11.9,-4.1,-8.4
2996.6484375,5.3,6.1,-3.3,-9.6
2996.65234375,5.3,0.2,-2.5,-7.6
2996.65625,-1.8,-5.3,-1.8,-8.8
2996.66015625,-6.1,-11.9,-1.4,-7.6
2996.6640625,-12.3,-19.3,-4.5,3.3
2996.66796875,-19.3,-20.1,-2.1,2.5
2996.671875,-14.3,-18.9,-2.1,-1.4
2996.67578125,-6.4,-18.9,-2.9,0.6
2996.6796875,-3.3,-15.4,-1.4,-0.6
2996.68359375,-4.1,-15.8,1.4,-2.5
2996.6875,-4.9,-17.4,5.3,-0.6
2996.69140625,-17.4,-13.5,10.0,2.5
2996.6953125,-31.8,-10.4,15.8,1.0
2996.69921875,-35.8,-10.7,19.7,-0.2
2996.703125,-41.2,-12.7,21.7,0.2
2996.70703125,-51.0,-10.7,22.1,-4.5
2996.7109375,-52.9,-11.1,21.7,-6.4
2996.71484375,-53.7,-14.3,17.0,0.6
2996.71875,-60.8,-16.2,14.7,6.4
2996.72265625,-61.5,-14.3,13.9,6.4
2996.7265625,-61.1,-15.8,10.7,12.7
2996.73046875,-61.5,-12.7,9.2,8.8
2996.734375,-50.2,-6.8,4.5,-1.8
2996.73828125,-38.1,-7.6,-0.6,-2.1
2996.7421875,-26.4,-4.9,-6.4,-5.7
2996.74609375,-17.4,-2.1,-9.6,-8.0
2996.75,-3.3,-4.1,-8.0,-8.8
2996.75390625,10.4,-6.1,-5.3,-10.4
2996.7578125,17.4,-1.8,-1.0,-12.7
2996.76171875,27.5,-1.0,1.0,-12.3
2996.765625,44.3,-6.8,2.1,-8.8
2996.76953125,49.8,-11.1,1.0,-6.1
2996.7734375,51.0,-12.3,-1.4,-5.3
2996.77734375,50.6,-18.2,-2.5,0.2
2996.78125,42.0,-21.7,-1.0,9.6
2996.78515625,30.3,-22.9,4.1,17.0
2996.7890625,13.9,-26.4,15.0,26.8
2996.79296875,4.1,-23.6,28.7,26.0
2996.796875,-5.3,-17.4,39.7,19.7
2996.80078125,-11.1,-13.1,48.3,17.8
2996.8046875,-13.5,-10.4,56.5,15.8
2996.80859375,-25.2,-8.0,63.5,17.8
2996.8125,-36.1,-6.8,69.0,22.5
2996.81640625,-39.7,-9.2,71.3,24.4
2996.8203125,-39.3,-15.4,68.2,23.2
2996.82421875,-44.3,-17.8,58.8,23.6
2996.828125,-44.7,-17.0,49.0,17.8
2996.83203125,-39.3,-20.9,44.0,10.0
2996.8359375,-31.5,-16.6,40.8,-0.2
2996.83984375,-23.6,-7.6,38.9,-9.2
2996.84375,-16.2,-3.7,38.1,-13.1
2996.84765625,-9.6,-1.0,34.6,-12.7
2996.8515625,-8.0,-3.3,26.4,-5.7
2996.85546875,-6.8,-5.3,23.2,-10.0
2996.859375,0.2,-8.8,15.4,-14.7
2996.86328125,6.4,-15.4,6.8,-11.5
2996.8671875,8.8,-22.9,2.9,-11.5
2996.87109375,12.3,-31.5,-1.8,-8.0
2996.875,7.2,-37.7,-6.1,-4.5
2996.87890625,-2.5,-40.0,-8.4,-5.7
2996.8828125,-5.3,-46.3,-9.6,-8.8
2996.88671875,-11.9,-50.6,-10.4,-10.4
2996.890625,-29.9,-50.2,-12.3,-9.6
2996.89453125,-45.5,-49.4,-14.7,-11.1
2996.8984375,-58.0,-51.8,-18.2,-12.3
2996.90234375,-73.3,-54.5,-24.0,-12.3
2996.90625,-84.6,-56.5,-23.6,-18.2
2996.91015625,-93.6,-56.8,-20.5,-22.9
2996.9140625,-101.8,-56.5,-20.5,-18.2
2996.91796875,-106.9,-51.4,-18.2,-20.5
2996.921875,-101.0,-45.9,-16.2,-26.0
2996.92578125,-90.8,-44.0,-23.6,-19.7
2996.9296875,-77.6,-42.0,-26.0,-17.8
2996.93359375,-55.7,-43.2,-24.4,-17.8
2996.9375,-35.8,-43.6,-26.0,-14.3
2996.94140625,-25.6,-38.5,-23.6,-13.5
2996.9453125,-15.4,-32.2,-21.7,-15.4
2996.94921875,-2.1,-29.9,-21.3,-11.5
2996.953125,4.9,-27.9,-17.0,-6.1
2996.95703125,10.0,-21.7,-9.6,-3.3
2996.9609375,15.0,-18.9,-2.5,0.2
2996.96484375,15.0,-18.2,2.9,8.0
2996.96875,6.4,-15.8,8.8,16.2
2996.97265625,2.5,-13.5,15.0,19.7
2996.9765625,-9.6,-10.7,20.5,27.5
2996.98046875,-18.9,-6.8,28.7,26.4
2996.984375,-20.1,-1.8,34.6,19.3
2996.98828125,-20.5,0.6,37.7,18.9
2996.9921875,-20.9,5.3,41.2,16.2
2996.99609375,-21.7,10.7,44.3,14.7
2997.0,-21.3,12.3,49.4,17.0
2997.00390625,-22.5,13.5,53.7,18.2
2997.0078125,-28.3,17.8,54.9,20.9
2997.01171875,-26.0,19.7,55.7,24.4
2997.015625,-20.9,17.4,55.3,26.0
2997.01953125,-14.3,17.0,53.3,24.8
2997.0234375,-6.4,21.3,52.2,20.5
2997.02734375,-6.1,26.4,47.9,18.6
2997.03125,-2.1,27.2,42.0,21.3
2997.03515625,0.2,28.7,35.0,21.3
2997.0390625,4.1,26.0,24.4,23.2
2997.04296875,12.3,25.2,14.3,17.4
2997.046875,24.4,27.9,3.3,8.0
2997.05078125,35.0,31.1,-7.2,1.8
2997.0546875,42.4,35.8,-12.3,-3.3
2997.05859375,42.4,43.6,-13.9,-7.2
2997.0625,42.4,51.8,-14.7,-11.9
2997.06640625,51.4,54.9,-11.1,-18.6
2997.0703125,62.3,58.8,-10.4,-25.6
2997.07421875,61.9,63.5,-11.5,-27.9
2997.078125,65.1,66.6,-13.1,-28.7
2997.08203125,64.7,65.1,-16.6,-24.8
2997.0859375,61.1,65.1,-20.5,-20.5
2997.08984375,58.0,61.9,-22.1,-14.7
2997.09375,55.3,56.8,-20.1,-8.8
2997.09765625,47.9,51.8,-14.3,-3.3
2997.1015625,38.1,42.4,-3.7,3.7
2997.10546875,28.7,37.3,7.2,0.6
2997.109375,21.3,35.8,15.4,-1.8
2997.11328125,14.7,29.1,15.4,4.9
2997.1171875,9.6,24.0,16.6,9.2
2997.12109375,13.9,17.4,17.4,17.4
2997.125,12.3,12.7,17.4,27.2
2997.12890625,6.4,10.4,21.7,31.5
2997.1328125,13.1,6.1,26.0,35.0
2997.13671875,11.5,2.9,31.8,40.0
2997.140625,8.0,6.1,38.9,43.2
2997.14453125,17.0,8.8,45.9,42.4
2997.1484375,26.0,6.1,49.8,42.4
2997.15234375,33.4,3.3,49.8,42.4
2997.15625,33.8,-0.2,49.4,38.9
2997.16015625,25.2,-5.7,47.1,36.1
2997.1640625,18.6,-11.5,45.9,43.2
2997.16796875,17.0,-8.4,47.5,36.9
2997.171875,24.4,-4.9,47.1,27.5
2997.17578125,26.0,-5.3,42.0,24.4
2997.1796875,17.8,-1.8,36.9,14.7
2997.18359375,6.1,-3.3,31.8,2.5
2997.1875,-4.9,-8.4,25.2,-2.9
2997.19140625,-22.9,-9.2,17.8,-7.6
2997.1953125,-34.6,-10.4,11.5,-13.1
2997.19921875,-44.3,-18.6,2.5,-9.2
2997.203125,-59.6,-26.0,-4.9,-4.5
2997.20703125,-81.1,-25.6,-10.7,-3.7
2997.2109375,-89.3,-26.0,-18.6,-5.3
2997.21484375,-98.7,-26.0,-29.1,-0.6
2997.21875,-106.1,-22.5,-35.8,2.1
2997.22265625,-106.1,-15.8,-39.7,1.8
2997.2265625,-122.1,-10.0,-40.0,7.2
2997.23046875,-132.6,-2.9,-35.8,7.2
2997.234375,-129.9,4.5,-31.1,-1.0
2997.23828125,-130.7,8.0,-29.9,-1.0
2997.2421875,-117.8,12.7,-30.3,-1.0
2997.24609375,-101.4,18.2,-32.2,-1.8
2997.25,-86.9,20.1,-31.1,-2.5
2997.25390625,-72.5,23.6,-27.2,-3.7
2997.2578125,-65.4,32.2,-19.7,-6.8
2997.26171875,-58.8,39.7,-10.4,-6.1
2997.265625,-48.6,43.6,0.2,-3.7
2997.26953125,-32.6,51.0,8.8,-4.5
2997.2734375,-22.1,58.4,15.0,-7.6
2997.27734375,-12.3,64.3,19.3,-11.1
2997.28125,-4.5,67.8,24.0,-9.2
2997.28515625,1.8,70.5,29.9,-7.6
2997.2890625,0.2,70.1,35.4,-2.5
2997.29296875,6.4,73.3,42.0,-1.8
2997.296875,17.4,77.9,44.7,-1.8
2997.30078125,23.6,76.8,47.1,2.1
2997.3046875,31.5,72.5,49.8,9.2
2997.30859375,35.0,66.6,49.8,16.2
2997.3125,31.5,59.2,50.6,19.7
2997.31640625,35.4,45.9,49.8,17.8
2997.3203125,39.7,37.7,46.7,11.9
2997.32421875,43.2,36.1,41.2,9.6
2997.328125,43.2,35.8,34.2,5.7
2997.33203125,48.3,33.8,26.4,3.7
2997.3359375,52.9,34.6,20.1,1.0
2997.33984375,49.4,35.4,17.4,-1.8
2997.34375,50.2,33.8,16.6,-1.8
2997.34765625,44.7,33.8,18.9,0.2
2997.3515625,37.3,35.0,19.7,6.8
2997.35546875,29.9,40.0,21.3,3.3
2997.359375,26.8,45.5,21.3,-5.7
2997.36328125,22.9,46.7,13.5,-7.2
2997.3671875,17.8,45.5,8.8,-14.7
2997.37109375,11.9,38.9,2.1,-19.3
2997.375,-3.7,34.6,-4.5,-21.7
2997.37890625,-19.3,33.4,-10.0,-26.4
2997.3828125,-26.8,31.1,-13.1,-33.4
2997.38671875,-36.1,29.1,-17.0,-38.1
2997.390625,-47.1,29.9,-18.2,-40.4
2997.39453125,-53.7,32.6,-15.0,-44.0
2997.3984375,-58.8,29.1,-15.4,-41.2
2997.40234375,-61.1,25.2,-15.4,-32.2
2997.40625,-65.4,22.9,-10.0,-27.2
2997.41015625,-64.7,18.9,-8.8,-23.2
2997.4140625,-52.2,11.5,-10.0,-12.7
2997.41796875,-32.2,9.6,-7.6,-13.9
2997.421875,1.0,10.0,-11.5,-17.4
2997.42578125,32.2,8.8,-19.3,-8.0
2997.4296875,54.9,11.5,-19.3,-4.1
2997.43359375,74.0,12.7,-19.7,-3.3
2997.4375,88.5,11.5,-19.3,-2.5
2997.44140625,100.2,14.7,-19.3,-6.4
2997.4453125,112.7,20.5,-23.6,-14.7
2997.44921875,123.7,18.6,-27.2,-19.7
2997.453125,125.6,19.3,-27.9,-22.9
2997.45703125,114.7,25.6,-24.8,-29.9
2997.4609375,110.0,30.7,-18.9,-36.1
2997.46484375,103.7,32.6,-15.0,-31.8
2997.46875,95.9,33.0,-10.0,-28.7
2997.47265625,86.5,31.5,-4.1,-27.9
2997.4765625,69.4,25.2,0.2,-20.1
2997.48046875,49.4,20.9,5.3,-17.8
2997.484375,39.7,20.5,11.9,-23.2
2997.48828125,36.1,17.0,14.3,-21.3
2997.4921875,29.1,16.6,16.6,-18.6
2997.49609375,22.9,17.0,17.8,-18.9
2997.5,22.5,13.1,17.4,-15.8
2997.50390625,20.1,11.9,16.2,-12.7
2997.5078125,19.7,15.8,12.7,-11.5
2997.51171875,30.3,17.4,8.0,-10.0
2997.515625,36.5,17.8,3.7,-6.8
2997.51953125,49.0,20.5,1.0,-7.6
2997.5234375,57.6,26.4,-0.2,-11.5
2997.52734375,60.4,31.5,-3.3,-12.3
2997.53125,59.6,33.0,-6.8,-10.7
2997.53515625,58.0,34.2,-9.6,-11.1
2997.5390625,45.5,30.7,-14.3,-6.8
2997.54296875,42.0,29.1,-13.1,-11.1
2997.546875,41.2,28.7,-13.1,-17.4
2997.55078125,35.4,25.2,-14.3,-18.6
2997.5546875,28.7,18.9,-14.7,-19.7
2997.55859375,10.4,13.9,-17.0,-16.6
2997.5625,-12.3,8.4,-22.1,-13.5
2997.56640625,-24.0,-2.5,-26.8,-14.3
2997.5703125,-34.6,-13.1,-31.5,-17.0
2997.57421875,-45.9,-15.8,-36.1,-21.7
2997.578125,-51.8,-19.7,-40.8,-26.4
2997.58203125,-56.5,-25.6,-44.3,-29.9
2997.5859375,-61.1,-27.9,-46.3,-31.1
2997.58984375,-57.6,-29.9,-48.3,-30.7
2997.59375,-63.9,-33.0,-47.9,-27.5
2997.59765625,-68.6,-35.8,-47.5,-20.9
2997.6015625,-68.2,-40.0,-48.3,-11.9
2997.60546875,-69.0,-41.6,-45.9,-12.3
2997.609375,-61.9,-41.6,-44.0,-16.6
2997.61328125,-43.2,-42.4,-46.7,-13.9
2997.6171875,-25.6,-39.3,-45.1,-12.7
2997.62109375,-10.7,-36.1,-43.2,-8.0
2997.625,1.8,-29.9,-43.6,-0.2
2997.62890625,7.2,-20.1,-39.3,5.7
2997.6328125,20.1,-14.3,-35.8,7.6
2997.63671875,37.3,-9.6,-33.4,6.1
2997.640625,47.9,0.2,-29.9,2.9
2997.64453125,52.6,8.4,-22.9,-3.7
2997.6484375,58.0,9.6,-17.8,-6.1
2997.65234375,52.9,7.2,-10.0,-2.9
2997.65625,42.0,3.3,1.8,0.2
2997.66015625,39.7,-1.4,13.1,2.1
2997.6640625,30.7,-8.4,22.9,10.0
2997.66796875,18.6,-7.2,34.2,4.9
2997.671875,14.7,-6.1,44.3,-4.5
2997.67578125,4.9,-6.4,45.9,-2.5
2997.6796875,-6.8,-6.4,48.6,-2.9
2997.68359375,-8.4,-9.2,50.2,-4.9
2997.6875,-6.4,-12.3,47.1,-1.8
2997.69140625,-9.2,-11.1,42.8,-1.8
2997.6953125,-13.1,-8.8,39.7,-6.1
2997.69921875,-14.7,-10.7,35.8,-4.9
2997.703125,-15.0,-13.1,32.2,-2.9
2997.70703125,-22.5,-10.0,29.5,-6.4
2997.7109375,-12.7,-8.4,24.0,-8.0
2997.71484375,-7.2,-8.8,13.9,-1.8
2997.71875,-8.0,-10.4,6.1,2.1
2997.72265625,-14.7,-11.9,-0.2,4.5
2997.7265625,-26.8,-14.3,-6.1,11.9
2997.73046875,-32.2,-14.7,-10.0,11.9
2997.734375,-29.5,-13.9,-10.0,5.3
2997.73828125,-17.4,-14.7,-16.2,9.2
2997.7421875,-17.4,-12.7,-19.3,11.1
2997.74609375,-18.6,-8.8,-19.3,11.5
2997.75,-18.2,-10.7,-17.0,13.5
2997.75390625,-17.8,-11.5,-13.9,11.9
2997.7578125,-20.5,-8.4,-10.0,8.0
2997.76171875,-13.5,-8.4,-9.6,8.4
2997.765625,-7.2,-6.8,-14.7,12.7
2997.76953125,-2.1,-1.8,-13.1,13.5
2997.7734375,6.4,4.1,-8.8,12.7
2997.77734375,14.3,10.7,-1.0,12.7
2997.78125,21.7,14.3,9.2,15.4
2997.78515625,28.7,19.3,21.3,18.9
2997.7890625,31.8,22.5,33.0,24.0
2997.79296875,34.6,24.0,40.0,23.2
2997.796875,38.1,27.2,43.2,15.8
2997.80078125,44.7,23.6,43.2,11.1
2997.8046875,51.4,18.9,40.4,5.7
2997.80859375,51.4,21.7,37.7,1.8
2997.8125,47.9,23.6,35.8,2.1
2997.81640625,51.4,24.0,37.3,0.2
2997.8203125,51.4,26.0,36.5,-1.8
2997.82421875,42.8,28.7,37.3,-1.8
2997.828125,40.0,29.1,36.5,-1.0
2997.83203125,36.1,26.8,35.0,-0.6
2997.8359375,32.2,26.4,31.1,-0.6
2997.83984375,29.1,22.9,24.0,1.4
2997.84375,26.8,19.3,17.8,0.2
2997.84765625,18.6,12.3,12.3,1.4
2997.8515625,10.7,1.0,3.7,9.2
2997.85546875,8.0,-3.7,1.4,4.1
2997.859375,13.1,-5.7,-0.2,-0.2
2997.86328125,24.8,-11.1,-7.2,4.5
2997.8671875,33.0,-10.7,-5.7,5.3
2997.87109375,38.9,-9.6,-2.1,8.8
2997.875,37.3,-1.8,-0.6,15.4
2997.87890625,33.8,4.5,4.5,18.2
2997.8828125,36.1,4.5,11.1,17.8
2997.88671875,40.0,3.7,12.7,22.5
2997.890625,39.7,1.0,13.5,25.6
2997.89453125,38.1,0.2,16.6,25.6
2997.8984375,45.1,-2.1,15.4,27.5
2997.90234375,59.2,-3.7,15.0,32.6
2997.90625,66.6,-6.1,16.6,36.5
2997.91015625,68.6,-5.3,17.8,36.9
2997.9140625,76.0,-4.9,14.3,47.9
2997.91796875,78.7,-1.0,14.3,41.6
2997.921875,87.7,2.5,14.3,29.1
2997.92578125,102.6,4.9,8.8,27.2
2997.9296875,114.3,9.2,5.7,24.4
2997.93359375,120.5,8.0,8.0,21.3
2997.9375,125.2,11.5,10.0,24.8
2997.94140625,122.1,19.3,13.5,26.8
2997.9453125,116.2,23.2,19.7,22.1
2997.94921875,117.0,21.3,24.0,18.2
2997.953125,118.2,20.1,24.0,15.4
2997.95703125,115.5,26.0,24.0,6.1
2997.9609375,119.4,32.6,22.5,-0.2
2997.96484375,114.3,42.4,15.4,4.1
2997.96875,107.3,48.3,14.3,10.4
2997.97265625,104.5,48.3,16.2,17.8
2997.9765625,97.9,45.1,18.2,30.3
2997.98046875,101.8,38.1,19.3,33.8
2997.984375,106.1,31.5,27.2,27.9
2997.98828125,114.7,23.6,25.2,29.9
2997.9921875,113.5,18.2,24.8,29.1
2997.99609375,106.9,15.0,23.2,27.9
2998.0,109.6,9.6,18.6,26.8
2998.00390625,107.3,8.0,13.1,22.1
2998.0078125,101.4,7.6,2.9,15.8
2998.01171875,99.4,9.6,-3.3,12.3
2998.015625,96.7,7.2,-11.9,14.3
2998.01953125,93.6,6.4,-17.4,12.7
2998.0234375,87.3,4.9,-18.6,7.6
2998.02734375,75.6,0.6,-15.8,5.3
2998.03125,62.7,-1.0,-12.3,2.9
2998.03515625,51.0,0.6,-7.2,0.6
2998.0390625,36.5,-1.0,-0.2,6.8
2998.04296875,32.2,3.7,1.4,8.0
2998.046875,35.8,8.4,2.5,8.4
2998.05078125,42.8,1.0,7.6,15.8
2998.0546875,49.4,1.8,9.2,22.5
2998.05859375,54.5,6.1,8.0,28.7
2998.0625,54.5,7.2,7.6,35.8
2998.06640625,61.1,8.4,4.9,38.1
2998.0703125,66.6,11.1,6.4,36.5
2998.07421875,63.1,11.1,9.6,35.8
2998.078125,58.8,11.5,13.5,33.4
2998.08203125,52.9,10.4,17.4,30.3
2998.0859375,51.8,8.8,18.2,27.9
2998.08984375,48.6,6.4,14.3,26.8
2998.09375,44.3,7.6,5.7,26.0
2998.09765625,34.6,8.0,-4.1,29.1
2998.1015625,22.1,0.2,-13.5,38.5
2998.10546875,10.7,8.8,-20.9,32.6
2998.109375,6.4,2.5,-7.6,23.6
2998.11328125,6.4,3.7,-5.7,19.7
2998.1171875,11.9,6.1,2.1,10.7
2998.12109375,17.0,5.3,11.5,6.1
2998.125,9.6,8.8,13.5,5.3
2998.12890625,8.4,14.3,16.2,3.7
2998.1328125,12.3,13.9,19.7,3.3
2998.13671875,17.4,12.3,18.6,5.7
2998.140625,22.9,17.4,12.3,10.4
2998.14453125,27.2,22.9,10.7,8.8
2998.1484375,32.2,22.1,10.4,9.2
2998.15234375,35.4,22.9,9.6,13.5
2998.15625,36.1,26.0,9.2,15.0
2998.16015625,37.7,21.7,11.1,16.6
2998.1640625,36.9,18.2,8.4,28.3
2998.16796875,31.8,26.4,8.8,24.4
2998.171875,30.3,17.0,22.1,17.0
2998.17578125,27.5,15.0,22.9,20.5
2998.1796875,18.9,21.3,26.4,18.6
2998.18359375,16.6,16.2,29.5,18.2
2998.1875,9.6,13.5,27.5,21.3
2998.19140625,-5.7,20.1,24.8,20.9
2998.1953125,-21.3,16.6,22.9,17.0
2998.19921875,-35.8,10.0,18.2,17.4
2998.203125,-49.8,6.4,11.9,14.3
2998.20703125,-67.4,1.8,9.2,4.1
2998.2109375,-77.6,-8.0,6.1,-5.3
2998.21484375,-88.1,-19.7,0.6,-10.0
2998.21875,-98.7,-27.5,-3.3,-15.8
2998.22265625,-103.7,-31.1,-6.4,-22.1
2998.2265625,-117.8,-30.7,-11.9,-21.3
2998.23046875,-124.8,-24.0,-15.4,-29.9
2998.234375,-122.1,-25.6,-13.1,-40.0
2998.23828125,-110.0,-33.0,-16.6,-40.8
2998.2421875,-95.1,-37.7,-20.5,-42.4
2998.24609375,-84.6,-37.3,-22.1,-42.4
2998.25,-70.9,-39.3,-22.5,-40.4
2998.25390625,-72.5,-31.1,-20.5,-39.3
2998.2578125,-75.6,-18.9,-17.0,-38.9
2998.26171875,-63.1,-19.3,-13.5,-35.8
2998.265625,-54.9,-21.7,-13.1,-29.9
2998.26953125,-46.7,-19.3,-16.6,-28.3
2998.2734375,-35.8,-17.0,-17.8,-29.9
2998.27734375,-41.2,-12.3,-18.9,-26.8
2998.28125,-47.5,-11.5,-17.4,-19.3
2998.28515625,-49.4,-12.3,-12.3,-13.9
2998.2890625,-54.9,-20.9,-11.9,-1.8
2998.29296875,-59.6,-17.8,-9.2,-1.4
2998.296875,-60.4,-6.4,-10.7,-7.6
2998.30078125,-47.5,1.4,-16.2,-10.4
2998.3046875,-36.1,-2.9,-10.7,-15.4
2998.30859375,-30.3,-4.5,-9.2,-18.9
2998.3125,-24.0,-4.5,-13.1,-18.2
2998.31640625,-18.2,-12.3,-14.7,-16.6
2998.3203125,-14.3,-11.9,-18.9,-16.2
2998.32421875,-14.7,2.1,-29.9,-13.1
2998.328125,-9.2,-6.4,-28.7,-11.1
2998.33203125,-5.3,-13.5,-26.8,-11.9
2998.3359375,-5.7,-8.8,-27.9,-12.3
2998.33984375,0.2,-13.5,-26.8,-10.7
2998.34375,-2.9,-13.9,-22.9,-7.6
2998.34765625,-7.6,-13.9,-18.2,-2.1
2998.3515625,-8.8,-23.6,-14.3,6.1
2998.35546875,-12.7,-29.1,-10.0,2.5
2998.359375,-9.6,-31.5,-7.6,-3.3
2998.36328125,-13.9,-36.9,-9.6,-0.6
2998.3671875,-24.0,-30.3,-10.4,-4.5
2998.37109375,-36.5,-43.2,1.4,-3.7
2998.375,-48.6,-32.6,0.2,0.2
2998.37890625,-54.9,-29.5,2.5,0.2
2998.3828125,-52.6,-33.4,8.0,-2.1
2998.38671875,-56.8,-15.4,2.5,-2.5
2998.390625,-65.8,-16.2,9.2,-2.5
2998.39453125,-71.7,-11.1,13.1,-8.0
2998.3984375,-78.3,-1.8,13.5,-9.6
2998.40234375,-67.0,-16.6,15.4,-6.8
2998.40625,-61.1,-16.2,9.2,-7.2
2998.41015625,-59.2,-8.8,6.8,-9.2
2998.4140625,-58.8,-0.2,-0.2,-0.2
2998.41796875,-51.4,14.3,-10.4,-4.1
2998.421875,-26.4,-5.3,-1.4,-12.7
2998.42578125,-1.4,-12.7,-10.4,-12.3
2998.4296875,24.8,-28.7,-17.4,-16.2
2998.43359375,35.8,-31.5,-16.2,-18.9
2998.4375,44.3,-22.1,-20.5,-18.9
2998.44140625,29.5,1.0,-24.0,-18.6
2998.4453125,20.5,11.5,-19.7,-19.7
2998.44921875,29.5,2.9,-17.0,-15.4
2998.453125,20.1,3.7,-19.7,-12.3
2998.45703125,22.5,-14.7,-13.1,-11.1
2998.4609375,23.6,-27.2,-13.1,-10.7
2998.46484375,12.7,-32.6,-16.2,-8.4
2998.46875,-5.3,-26.8,-19.3,-6.8
2998.47265625,-12.3,-26.8,-18.9,-8.8
2998.4765625,-26.8,-28.7,-16.2,-4.1
2998.48046875,-39.7,-24.0,-16.2,-6.1
2998.484375,-40.0,-38.9,-7.2,-10.7
2998.48828125,-36.5,-44.3,-10.0,-4.9
2998.4921875,-49.8,-27.2,-15.0,-0.6
2998.49609375,-53.7,-25.2,-12.3,3.3
2998.5,-41.6,-24.8,-10.0,9.6
2998.50390625,-30.7,-24.4,-10.4,11.9
2998.5078125,-27.2,-27.2,-11.9,13.1
2998.51171875,-13.5,-30.7,-13.5,15.0
2998.515625,-11.5,-26.4,-16.6,21.3
2998.51953125,-10.4,-22.9,-17.0,22.1
2998.5234375,-9.6,-12.3,-12.3,17.0
2998.52734375,-4.9,-6.1,-8.4,15.8
2998.53125,-3.7,-3.7,-7.6,15.8
2998.53515625,-2.9,2.5,-5.3,14.3
2998.5390625,-2.9,2.9,-4.5,20.1
2998.54296875,3.3,-5.7,1.4,18.6
2998.546875,4.9,4.9,-1.4,9.6
2998.55078125,9.6,-7.2,2.1,6.1
2998.5546875,9.2,-6.8,-0.2,1.4
2998.55859375,-8.0,8.0,-9.6,-1.4
2998.5625,-29.1,16.6,-13.5,-2.5
2998.56640625,-31.5,6.1,-17.4,-4.5
2998.5703125,-39.7,10.0,-18.9,-11.1
2998.57421875,-38.5,-4.9,-19.3,-15.0
2998.578125,-34.2,-14.7,-20.1,-18.9
2998.58203125,-33.4,-15.8,-18.6,-20.9
2998.5859375,-34.6,-11.5,-22.5,-21.3
2998.58984375,-33.4,-9.2,-22.9,-21.3
2998.59375,-35.0,-11.5,-20.1,-17.4
2998.59765625,-36.1,-14.7,-18.6,-13.1
2998.6015625,-38.9,-15.0,-17.0,-5.7
2998.60546875,-30.7,-25.2,-8.0,-8.0
2998.609375,-27.9,-24.0,-0.2,-12.3
2998.61328125,-22.1,-15.4,0.2,-5.7
2998.6171875,-18.2,-18.9,10.4,-0.2
2998.62109375,-18.9,-22.9,20.5,8.8
2998.625,-17.8,-18.6,27.2,20.9
2998.62890625,-20.5,-9.2,25.2,23.6
2998.6328125,-8.8,-30.3,35.8,23.6
2998.63671875,-8.8,-26.0,35.0,25.2
2998.640625,-20.1,-9.6,32.2,26.4
2998.64453125,-24.8,-4.5,39.7,25.6
2998.6484375,-23.2,1.0,40.4,27.9
2998.65234375,-18.6,10.7,34.2,31.8
2998.65625,-6.4,1.0,29.9,31.1
2998.66015625,-1.8,-1.4,21.7,28.3
2998.6640625,-8.4,5.3,7.2,32.6
2998.66796875,-18.9,20.1,0.2,22.1
2998.671875,-18.6,31.1,-5.3,6.8
2998.67578125,-10.0,34.6,-15.4,2.5
2998.6796875,3.7,25.6,-20.9,-5.3
2998.68359375,17.8,14.7,-22.1,-13.5
2998.6875,11.5,13.1,-28.3,-14.3
2998.69140625,-4.5,18.6,-26.0,-19.3
2998.6953125,-6.1,19.3,-25.6,-22.9
2998.69921875,-9.6,17.8,-26.0,-23.2
2998.703125,-1.8,1.8,-21.3,-22.5
2998.70703125,6.4,-4.5,-19.3,-26.8
2998.7109375,3.7,-1.0,-22.5,-32.6
2998.71484375,-15.0,8.4,-26.0,-33.4
2998.71875,-11.1,1.0,-27.5,-33.4
2998.72265625,-16.6,11.5,-33.8,-36.5
2998.7265625,-22.9,-2.1,-24.0,-29.9
2998.73046875,-13.9,-2.1,-24.0,-33.4
2998.734375,-1.4,-8.0,-17.8,-38.9
2998.73828125,2.5,-13.5,-18.9,-33.4
2998.7421875,13.1,-17.4,-18.2,-31.8
2998.74609375,21.7,-22.5,-18.6,-26.4
2998.75,22.5,-18.9,-17.0,-18.6
2998.75390625,26.4,-17.0,-13.9,-15.0
2998.7578125,23.2,-9.2,-10.0,-12.3
2998.76171875,22.1,-1.4,-5.7,-5.3
2998.765625,18.9,0.6,-0.6,0.2
2998.76953125,24.0,2.9,2.1,4.5
2998.7734375,35.0,6.4,-0.2,2.5
2998.77734375,36.1,8.0,-3.7,4.1
2998.78125,24.8,13.9,-6.4,6.4
2998.78515625,31.1,6.1,-3.7,8.8
2998.7890625,20.9,11.5,-1.8,13.1
2998.79296875,19.7,15.4,5.3,10.4
2998.796875,29.9,19.7,8.8,3.7
2998.80078125,33.8,29.5,6.1,1.4
2998.8046875,40.4,13.1,20.1,2.1
2998.80859375,37.3,11.9,26.4,2.9
2998.8125,29.5,18.2,33.0,4.1
2998.81640625,27.2,20.1,38.5,5.3
